Timestamp,ph,Temp,Cond,DO,Turbidity
2025-03-08 12:26:41,7.249,21.462,198.279,6.674,0.875
2025-03-08 12:27:42,7.249,21.465,198.297,6.673,0.873
2025-03-08 12:28:42,7.249,21.467,198.321,6.672,0.902
2025-03-08 12:29:41,7.249,21.469,198.337,6.673,0.88
2025-03-08 12:30:42,7.249,21.471,198.355,6.673,0.879
2025-03-08 12:31:42,7.249,21.473,198.364,6.673,0.9
2025-03-08 12:32:41,7.249,21.476,198.38,6.673,0.925
2025-03-08 12:33:42,7.249,21.479,198.413,6.675,0.918
2025-03-08 12:34:42,7.249,21.481,198.42,6.673,0.916
2025-03-08 12:35:41,7.249,21.484,198.437,6.673,0.891
2025-03-08 12:36:42,7.249,21.486,198.456,6.674,0.919
2025-03-08 12:37:42,7.249,21.489,198.461,6.674,0.912
2025-03-08 12:38:41,7.249,21.491,198.473,6.674,0.919
2025-03-08 12:39:42,7.248,21.494,198.489,6.672,0.857
2025-03-08 12:40:42,7.249,21.496,198.496,6.674,0.879
2025-03-08 12:41:41,7.249,21.498,198.507,6.674,0.912
2025-03-08 12:42:42,7.249,21.502,198.528,6.674,0.882
2025-03-08 12:43:42,7.248,21.504,198.532,6.675,0.873
2025-03-08 12:44:42,7.249,21.507,198.558,6.672,0.906
2025-03-08 12:45:42,7.248,21.51,198.566,6.672,0.896
2025-03-08 12:46:42,7.248,21.513,198.588,6.674,0.89
2025-03-08 12:47:42,7.248,21.515,198.596,6.672,0.887
2025-03-08 12:48:42,7.248,21.518,198.605,6.671,0.894
2025-03-08 12:49:42,7.248,21.521,198.623,6.672,0.935
2025-03-08 12:50:42,7.252,21.406,197.791,6.684,0.904
2025-03-08 12:51:42,7.251,21.406,197.787,6.685,0.895
2025-03-08 12:52:42,7.252,21.408,197.812,6.685,0.874
2025-03-08 12:53:42,7.251,21.409,197.82,6.685,0.875
2025-03-08 12:54:42,7.251,21.41,197.822,6.684,0.89
2025-03-08 12:55:42,7.251,21.411,197.826,6.685,0.888
2025-03-08 12:56:42,7.251,21.412,197.853,6.685,0.931
2025-03-08 12:57:41,7.251,21.413,197.848,6.686,0.87
2025-03-08 12:58:42,7.251,21.414,197.857,6.683,0.922
2025-03-08 12:59:42,7.251,21.415,197.859,6.685,0.883
2025-03-08 13:00:42,7.248,21.556,198.808,6.668,0.907
2025-03-08 13:01:41,7.248,21.559,198.817,6.669,0.929
2025-03-08 13:02:42,7.248,21.562,198.831,6.667,0.891
2025-03-08 13:03:42,7.248,21.566,198.843,6.668,0.9
2025-03-08 13:04:42,7.248,21.569,198.852,6.668,0.876
2025-03-08 13:05:42,7.248,21.573,198.889,6.667,0.901
2025-03-08 13:06:42,7.248,21.577,198.893,6.667,0.902
2025-03-08 13:07:42,7.248,21.58,198.903,6.667,0.889
2025-03-08 13:08:42,7.248,21.583,198.909,6.666,0.87
2025-03-08 13:09:42,7.248,21.588,198.924,6.666,0.885
2025-03-08 13:10:42,7.248,21.591,198.948,6.666,0.918
2025-03-08 13:11:42,7.248,21.595,198.949,6.666,0.886
2025-03-08 13:12:41,7.248,21.598,198.96,6.667,0.894
2025-03-08 13:13:42,7.248,21.602,198.971,6.667,0.902
2025-03-08 13:14:42,7.248,21.606,198.99,6.668,0.888
2025-03-08 13:15:41,7.248,21.61,198.998,6.667,0.907
2025-03-08 13:16:42,7.248,21.614,199.01,6.666,0.892
2025-03-08 13:17:42,7.248,21.617,199.023,6.668,0.877
2025-03-08 13:18:41,7.248,21.622,199.041,6.667,0.913
2025-03-08 13:19:42,7.248,21.626,199.048,6.668,0.938
2025-03-08 13:20:42,7.248,21.63,199.07,6.669,0.928
2025-03-08 13:21:41,7.248,21.634,199.095,6.668,0.865
2025-03-08 13:22:42,7.248,21.637,199.113,6.67,0.918
2025-03-08 13:23:42,7.248,21.641,199.112,6.671,0.896
2025-03-08 13:24:41,7.248,21.646,199.133,6.672,0.879
2025-03-08 13:25:42,7.248,21.65,199.141,6.672,0.895
2025-03-08 13:26:42,7.248,21.654,199.168,6.674,0.911
2025-03-08 13:27:41,7.248,21.658,199.188,6.673,0.887
2025-03-08 13:28:42,7.248,21.662,199.194,6.673,0.928
2025-03-08 13:29:42,7.248,21.667,199.212,6.673,0.922
2025-03-08 13:30:41,7.248,21.671,199.227,6.674,0.875
2025-03-08 13:31:42,7.248,21.675,199.239,6.674,0.91
2025-03-08 13:32:42,7.248,21.679,199.259,6.674,0.905
2025-03-08 13:33:41,7.248,21.684,199.27,6.673,0.883
2025-03-08 13:34:42,7.248,21.688,199.292,6.675,0.888
2025-03-08 13:35:42,7.248,21.693,199.308,6.674,0.887
2025-03-08 13:36:42,7.248,21.697,199.323,6.673,0.921
2025-03-08 13:37:42,7.248,21.701,199.343,6.675,0.905
2025-03-08 13:38:42,7.248,21.706,199.371,6.674,0.922
2025-03-08 13:39:42,7.248,21.71,199.387,6.675,0.915
2025-03-08 13:40:42,7.248,21.715,199.397,6.675,0.889
2025-03-08 13:41:42,7.248,21.719,199.426,6.676,0.897
2025-03-08 13:42:42,7.248,21.724,199.437,6.675,0.891
2025-03-08 13:43:42,7.248,21.729,199.474,6.676,0.905
2025-03-08 13:44:42,7.248,21.733,199.489,6.677,0.879
2025-03-08 13:45:42,7.248,21.738,199.509,6.676,0.912
2025-03-08 13:46:42,7.248,21.743,199.518,6.677,0.87
2025-03-08 13:47:42,7.248,21.747,199.567,6.677,0.886
2025-03-08 13:48:42,7.248,21.752,199.586,6.677,0.921
2025-03-08 13:49:42,7.249,21.757,199.589,6.675,0.903
2025-03-08 13:50:42,7.248,21.524,198.639,6.672,0.887
2025-03-08 13:51:42,7.248,21.527,198.661,6.67,0.922
2025-03-08 13:52:41,7.248,21.53,198.668,6.67,0.913
2025-03-08 13:53:42,7.248,21.533,198.685,6.671,0.894
2025-03-08 13:54:42,7.248,21.536,198.712,6.672,0.911
2025-03-08 13:55:41,7.248,21.539,198.723,6.67,0.873
2025-03-08 13:56:42,7.248,21.543,198.749,6.671,0.896
2025-03-08 13:57:42,7.248,21.545,198.745,6.669,0.883
2025-03-08 13:58:41,7.248,21.549,198.767,6.67,0.9
2025-03-08 13:59:42,7.248,21.553,198.791,6.669,0.863
2025-03-08 14:00:42,7.249,21.811,199.875,6.672,0.893
2025-03-08 14:01:42,7.249,21.816,199.9,6.672,0.857
2025-03-08 14:02:41,7.249,21.821,199.922,6.672,0.884
2025-03-08 14:03:42,7.249,21.826,199.945,6.672,0.88
2025-03-08 14:04:42,7.249,21.832,199.973,6.67,0.895
2025-03-08 14:05:41,7.249,21.837,199.992,6.67,0.888
2025-03-08 14:06:42,7.249,21.842,200.019,6.669,0.916
2025-03-08 14:07:42,7.249,21.847,200.068,6.669,0.886
2025-03-08 14:08:41,7.249,21.853,200.084,6.668,0.883
2025-03-08 14:09:42,7.249,21.858,200.098,6.668,0.882
2025-03-08 14:10:42,7.249,21.863,200.125,6.668,0.923
2025-03-08 14:11:41,7.249,21.868,200.143,6.667,0.91
2025-03-08 14:12:42,7.249,21.874,200.168,6.666,0.903
2025-03-08 14:13:42,7.249,21.879,200.202,6.666,0.894
2025-03-08 14:14:41,7.248,21.885,200.23,6.665,0.883
2025-03-08 14:15:42,7.249,21.89,200.249,6.665,0.857
2025-03-08 14:16:42,7.248,21.896,200.283,6.664,0.842
2025-03-08 14:17:42,7.249,21.902,200.3,6.664,0.885
2025-03-08 14:18:42,7.248,21.907,200.328,6.664,0.906
2025-03-08 14:19:42,7.248,21.913,200.371,6.664,0.912
2025-03-08 14:20:42,7.248,21.918,200.377,6.664,0.889
2025-03-08 14:21:42,7.248,21.924,200.404,6.663,0.92
2025-03-08 14:22:42,7.248,21.93,200.441,6.663,0.892
2025-03-08 14:23:42,7.248,21.935,200.451,6.664,0.884
2025-03-08 14:24:42,7.248,21.941,200.501,6.663,0.885
2025-03-08 14:25:42,7.248,21.947,200.501,6.661,0.863
2025-03-08 14:26:42,7.248,21.953,200.552,6.661,0.879
2025-03-08 14:27:42,7.248,21.958,200.558,6.662,0.925
2025-03-08 14:28:41,7.248,21.964,200.582,6.662,0.883
2025-03-08 14:29:42,7.248,21.97,200.628,6.662,0.874
2025-03-08 14:30:42,7.248,21.976,200.649,6.661,0.906
2025-03-08 14:31:42,7.248,21.982,200.685,6.66,0.923
2025-03-08 14:32:42,7.248,21.988,200.707,6.661,0.868
2025-03-08 14:33:42,7.248,21.993,200.73,6.662,0.895
2025-03-08 14:34:41,7.248,21.999,200.756,6.662,0.893
2025-03-08 14:35:42,7.248,22.006,200.796,6.661,0.904
2025-03-08 14:36:42,7.248,22.012,200.831,6.661,0.885
2025-03-08 14:37:41,7.248,22.018,200.86,6.661,0.884
2025-03-08 14:38:42,7.248,22.024,200.887,6.659,0.908
2025-03-08 14:39:42,7.248,22.03,200.908,6.66,0.884
2025-03-08 14:40:41,7.248,22.036,200.929,6.66,0.91
2025-03-08 14:41:42,7.248,22.043,200.966,6.659,0.897
2025-03-08 14:42:42,7.248,22.049,201.007,6.66,0.879
2025-03-08 14:43:41,7.248,22.054,201.032,6.66,0.887
2025-03-08 14:44:42,7.248,22.061,201.058,6.659,0.875
2025-03-08 14:50:41,7.248,21.762,199.637,6.677,0.91
2025-03-08 14:51:42,7.249,21.766,199.638,6.678,0.878
2025-03-08 14:52:42,7.249,21.772,199.686,6.676,0.896
2025-03-08 14:53:41,7.249,21.776,199.696,6.676,0.865
2025-03-08 14:54:42,7.249,21.781,199.721,6.677,0.891
2025-03-08 14:55:42,7.248,21.786,199.742,6.674,0.894
2025-03-08 14:56:41,7.249,21.791,199.768,6.675,0.88
2025-03-08 14:57:42,7.249,21.795,199.794,6.673,0.919
2025-03-08 14:58:42,7.249,21.801,199.807,6.673,0.919
2025-03-08 14:59:41,7.249,21.806,199.85,6.674,0.888
2025-03-08 15:17:21,7.256,22.199,201.656,6.646,0.893
2025-03-08 15:18:20,7.251,22.204,201.724,6.645,0.886
2025-03-08 15:18:23,7.251,22.204,201.729,6.644,0.878
2025-03-08 15:19:22,7.249,22.21,201.762,6.641,0.892
2025-03-08 15:20:23,7.249,22.216,201.784,6.639,0.889
2025-03-08 15:21:23,7.248,22.223,201.814,6.64,0.894
2025-03-08 15:22:22,7.248,22.229,201.847,6.641,0.905
2025-03-08 15:23:23,7.248,22.235,201.87,6.639,0.867
2025-03-08 15:24:23,7.248,22.242,201.912,6.638,0.869
2025-03-08 15:25:22,7.248,22.249,201.946,6.635,0.837
2025-03-08 15:26:23,7.247,22.255,201.974,6.634,0.845
2025-03-08 15:27:23,7.247,22.262,202.005,6.631,0.925
2025-03-08 15:28:22,7.247,22.268,202.037,6.629,0.885
2025-03-08 15:29:23,7.247,22.275,202.08,6.626,0.888
2025-03-08 15:30:23,7.247,22.281,202.106,6.625,0.859
2025-03-08 15:31:22,7.247,22.288,202.145,6.624,0.883
2025-03-08 15:32:23,7.247,22.295,202.172,6.621,0.884
2025-03-08 15:33:23,7.247,22.302,202.209,6.62,0.871
2025-03-08 15:34:22,7.247,22.309,202.253,6.62,0.9
2025-03-08 15:35:23,7.246,22.316,202.291,6.62,0.87
2025-03-08 15:36:23,7.246,22.323,202.329,6.621,0.897
2025-03-08 15:37:22,7.246,22.33,202.363,6.621,0.888
2025-03-08 15:38:23,7.246,22.336,202.384,6.621,0.902
2025-03-08 15:39:23,7.246,22.343,202.428,6.62,0.921
2025-03-08 15:40:22,7.246,22.351,202.465,6.62,0.907
2025-03-08 15:41:23,7.246,22.357,202.478,6.62,0.857
2025-03-08 15:42:23,7.246,22.365,202.518,6.619,0.904
2025-03-08 15:43:23,7.246,22.372,202.544,6.619,0.89
2025-03-08 15:44:23,7.246,22.379,202.579,6.616,0.879
2025-03-08 15:45:23,7.246,22.386,202.616,6.617,0.904
2025-03-08 15:46:23,7.246,22.394,202.644,6.616,0.889
2025-03-08 15:47:23,7.245,22.401,202.663,6.616,0.886
2025-03-08 15:48:23,7.246,22.408,202.701,6.614,0.902
2025-03-08 15:49:23,7.245,22.415,202.739,6.613,0.87
2025-03-08 16:00:23,7.244,22.497,203.093,6.622,0.904
2025-03-08 16:01:23,7.244,22.505,203.138,6.626,0.915
2025-03-08 16:02:23,7.244,22.513,203.178,6.631,0.905
2025-03-08 16:03:22,7.244,22.52,203.216,6.633,0.9
2025-03-08 16:04:23,7.244,22.528,203.235,6.64,0.899
2025-03-08 16:05:23,7.244,22.535,203.288,6.642,0.892
2025-03-08 16:06:22,7.244,22.543,203.322,6.649,0.895
2025-03-08 16:07:23,7.244,22.551,203.352,6.654,0.901
2025-03-08 16:08:23,7.244,22.559,203.402,6.658,0.882
2025-03-08 16:09:22,7.244,22.566,203.425,6.663,0.86
2025-03-08 16:10:23,7.244,22.574,203.46,6.67,0.878
2025-03-08 16:11:23,7.244,22.581,203.482,6.678,0.884
2025-03-08 16:12:22,7.244,22.589,203.513,6.684,0.888
2025-03-08 16:13:23,7.244,22.598,203.553,6.691,0.89
2025-03-08 16:14:23,7.244,22.606,203.597,6.695,0.874
2025-03-08 16:15:22,7.244,22.614,203.619,6.697,0.87
2025-03-08 16:16:23,7.244,22.622,203.667,6.697,0.895
2025-03-08 16:17:23,7.244,22.63,203.706,6.696,0.863
2025-03-08 16:18:22,7.243,22.637,203.737,6.695,0.881
2025-03-08 16:19:23,7.243,22.645,203.771,6.69,0.875
2025-03-08 16:20:23,7.243,22.653,203.802,6.687,0.878
2025-03-08 16:21:22,7.243,22.661,203.851,6.68,0.884
2025-03-08 16:22:23,7.243,22.668,203.873,6.677,0.891
2025-03-08 16:23:23,7.243,22.678,203.919,6.672,0.896
2025-03-08 16:24:23,7.243,22.685,203.951,6.667,0.887
2025-03-08 16:25:23,7.243,22.693,203.969,6.663,0.907
2025-03-08 16:26:23,7.242,22.702,204.02,6.659,0.901
2025-03-08 16:27:22,7.242,22.71,204.059,6.653,0.871
2025-03-08 16:28:23,7.242,22.718,204.104,6.652,0.887
2025-03-08 16:29:23,7.242,22.726,204.141,6.647,0.87
2025-03-08 16:30:23,7.242,22.734,204.17,6.647,0.868
2025-03-08 16:31:23,7.242,22.741,204.19,6.645,0.864
2025-03-08 16:32:23,7.242,22.75,204.241,6.641,0.865
2025-03-08 16:33:23,7.242,22.757,204.267,6.641,0.882
2025-03-08 16:34:23,7.242,22.766,204.31,6.642,0.879
2025-03-08 16:35:23,7.242,22.775,204.348,6.64,0.882
2025-03-08 16:36:23,7.242,22.783,204.383,6.639,0.879
2025-03-08 16:37:23,7.242,22.791,204.422,6.638,0.852
2025-03-08 16:38:23,7.242,22.799,204.489,6.637,0.852
2025-03-08 16:39:23,7.241,22.807,204.509,6.64,0.874
2025-03-08 16:40:23,7.241,22.815,204.525,6.644,0.869
2025-03-08 16:41:23,7.241,22.824,204.567,6.643,0.852
2025-03-08 16:42:23,7.241,22.832,204.617,6.644,0.865
2025-03-08 16:43:23,7.241,22.841,204.637,6.646,0.866
2025-03-08 16:44:23,7.241,22.849,204.684,6.648,0.877
2025-03-08 16:45:23,7.241,22.856,204.7,6.649,0.869
2025-03-08 16:46:23,7.241,22.865,204.757,6.652,0.879
2025-03-08 16:47:23,7.241,22.874,204.793,6.652,0.871
2025-03-08 16:48:23,7.241,22.882,204.836,6.657,0.874
2025-03-08 16:49:23,7.241,22.89,204.864,6.657,0.862
2025-03-08 16:50:23,7.245,22.423,202.763,6.612,0.869
2025-03-08 16:51:23,7.245,22.43,202.781,6.611,0.878
2025-03-08 16:52:23,7.245,22.438,202.835,6.609,0.91
2025-03-08 16:53:23,7.245,22.444,202.849,6.611,0.89
2025-03-08 16:54:23,7.245,22.452,202.904,6.611,0.905
2025-03-08 16:55:23,7.245,22.46,202.929,6.611,0.923
2025-03-08 16:56:23,7.245,22.467,202.969,6.613,0.881
2025-03-08 16:57:23,7.245,22.475,202.998,6.614,0.87
2025-03-08 16:58:23,7.245,22.481,203.027,6.616,0.906
2025-03-08 16:59:23,7.245,22.49,203.065,6.62,0.885
2025-03-08 17:00:23,7.24,22.982,205.292,6.664,0.88
2025-03-08 17:01:23,7.24,22.99,205.339,6.667,0.862
2025-03-08 17:02:23,7.24,22.999,205.366,6.665,0.86
2025-03-08 17:03:23,7.24,23.007,205.394,6.665,0.88
2025-03-08 17:04:23,7.24,23.015,205.436,6.667,0.897
2025-03-08 17:05:23,7.24,23.024,205.479,6.668,0.884
2025-03-08 17:06:22,7.24,23.032,205.499,6.665,0.89
2025-03-08 17:07:23,7.24,23.041,205.553,6.666,0.875
2025-03-08 17:08:23,7.239,23.049,205.59,6.664,0.888
2025-03-08 17:09:23,7.239,23.057,205.635,6.667,0.883
2025-03-08 17:10:23,7.239,23.066,205.674,6.667,0.885
2025-03-08 17:11:23,7.239,23.074,205.709,6.666,0.891
2025-03-08 17:12:22,7.239,23.083,205.751,6.665,0.883
2025-03-08 17:13:23,7.239,23.091,205.787,6.666,0.873
2025-03-08 17:14:23,7.239,23.099,205.821,6.666,0.914
2025-03-08 17:15:23,7.239,23.108,205.863,6.664,0.923
2025-03-08 17:16:23,7.239,23.115,205.9,6.666,0.874
2025-03-08 17:17:23,7.238,23.124,205.935,6.667,0.925
2025-03-08 17:18:23,7.238,23.133,205.99,6.666,0.896
2025-03-08 17:19:23,7.238,23.142,206.017,6.666,0.896
2025-03-08 17:20:23,7.239,23.15,206.056,6.667,0.864
2025-03-08 17:21:23,7.238,23.158,206.099,6.667,0.891
2025-03-08 17:22:23,7.238,23.167,206.13,6.665,0.864
2025-03-08 17:23:23,7.238,23.174,206.159,6.667,0.94
2025-03-08 17:24:23,7.238,23.183,206.207,6.666,0.879
2025-03-08 17:25:23,7.238,23.192,206.253,6.666,0.893
2025-03-08 17:26:23,7.238,23.2,206.279,6.667,0.851
2025-03-08 17:27:23,7.238,23.209,206.323,6.667,0.862
2025-03-08 17:28:23,7.238,23.217,206.35,6.669,0.861
2025-03-08 17:29:23,7.238,23.226,206.406,6.667,0.853
2025-03-08 17:30:23,7.238,23.233,206.423,6.667,0.904
2025-03-08 17:31:23,7.237,23.242,206.473,6.667,0.875
2025-03-08 17:32:23,7.237,23.25,206.508,6.667,0.887
2025-03-08 17:33:23,7.237,23.259,206.542,6.667,0.851
2025-03-08 17:34:23,7.237,23.267,206.581,6.669,0.912
2025-03-08 17:35:23,7.237,23.275,206.62,6.669,0.888
2025-03-08 17:36:23,7.237,23.284,206.657,6.668,0.9
2025-03-08 17:37:23,7.237,23.292,206.694,6.669,0.873
2025-03-08 17:38:23,7.237,23.301,206.733,6.669,0.845
2025-03-08 17:39:23,7.237,23.309,206.765,6.669,0.838
2025-03-08 17:40:23,7.237,23.316,206.8,6.67,0.858
2025-03-08 17:41:23,7.236,23.326,206.846,6.671,0.877
2025-03-08 17:42:23,7.237,23.334,206.882,6.67,0.862
2025-03-08 17:43:23,7.236,23.342,206.912,6.671,0.878
2025-03-08 17:44:23,7.236,23.35,206.95,6.672,0.876
2025-03-08 17:45:22,7.236,23.359,207.0,6.672,0.868
2025-03-08 17:46:23,7.236,23.367,207.028,6.672,0.862
2025-03-08 17:47:23,7.236,23.376,207.068,6.672,0.851
2025-03-08 17:48:23,7.236,23.384,207.119,6.672,0.864
2025-03-08 17:49:23,7.236,23.392,207.157,6.671,0.893
2025-03-08 17:50:23,7.241,22.899,204.915,6.659,0.883
2025-03-08 17:51:23,7.241,22.907,204.942,6.659,0.839
2025-03-08 17:52:23,7.241,22.915,204.982,6.66,0.891
2025-03-08 17:53:23,7.241,22.923,205.027,6.663,0.872
2025-03-08 17:54:23,7.241,22.932,205.057,6.661,0.886
2025-03-08 17:55:23,7.241,22.94,205.103,6.663,0.879
2025-03-08 17:56:23,7.24,22.949,205.141,6.664,0.877
2025-03-08 17:57:23,7.241,22.957,205.176,6.665,0.891
2025-03-08 17:58:23,7.24,22.965,205.216,6.666,0.872
2025-03-08 17:59:23,7.24,22.974,205.251,6.664,0.867
2025-03-08 18:00:23,7.235,23.481,207.554,6.673,0.87
2025-03-08 18:01:23,7.235,23.489,207.601,6.675,0.84
2025-03-08 18:02:23,7.235,23.499,207.633,6.674,0.856
2025-03-08 18:03:23,7.235,23.507,207.67,6.674,0.882
2025-03-08 18:04:23,7.235,23.514,207.696,6.674,0.877
2025-03-08 18:05:23,7.235,23.523,207.75,6.675,0.873
2025-03-08 18:06:23,7.235,23.53,207.775,6.676,0.879
2025-03-08 18:07:23,7.235,23.538,207.821,6.675,0.858
2025-03-08 18:08:23,7.234,23.547,207.85,6.675,0.881
2025-03-08 18:09:23,7.234,23.555,207.885,6.676,0.847
2025-03-08 18:10:23,7.234,23.563,207.905,6.676,0.876
2025-03-08 18:11:23,7.234,23.572,207.964,6.677,0.865
2025-03-08 18:12:23,7.234,23.579,208.004,6.677,0.882
2025-03-08 18:13:23,7.234,23.587,208.051,6.676,0.857
2025-03-08 18:14:23,7.234,23.594,208.066,6.677,0.872
2025-03-08 18:15:23,7.234,23.603,208.115,6.679,0.9
2025-03-08 18:16:23,7.234,23.61,208.127,6.679,0.869
2025-03-08 18:17:23,7.234,23.619,208.172,6.679,0.86
2025-03-08 18:18:23,7.233,23.626,208.197,6.679,0.9
2025-03-08 18:19:23,7.234,23.635,208.248,6.68,0.845
2025-03-08 18:20:23,7.234,23.642,208.278,6.681,0.881
2025-03-08 18:21:23,7.234,23.65,208.314,6.681,0.871
2025-03-08 18:22:23,7.233,23.658,208.335,6.682,0.863
2025-03-08 18:23:23,7.233,23.666,208.383,6.682,0.838
2025-03-08 18:24:23,7.233,23.673,208.423,6.682,0.896
2025-03-08 18:25:23,7.233,23.682,208.457,6.684,0.878
2025-03-08 18:26:23,7.233,23.689,208.495,6.683,0.857
2025-03-08 18:27:23,7.233,23.697,208.525,6.682,0.881
2025-03-08 18:28:23,7.233,23.705,208.569,6.683,0.854
2025-03-08 18:29:23,7.233,23.712,208.587,6.682,0.922
2025-03-08 18:30:23,7.233,23.72,208.621,6.685,0.913
2025-03-08 18:31:23,7.233,23.729,208.683,6.683,0.863
2025-03-08 18:32:23,7.233,23.736,208.71,6.684,0.878
2025-03-08 18:33:23,7.233,23.744,208.751,6.684,0.843
2025-03-08 18:34:23,7.232,23.751,208.771,6.686,0.883
2025-03-08 18:35:23,7.233,23.759,208.814,6.688,0.899
2025-03-08 18:36:23,7.232,23.767,208.856,6.685,0.87
2025-03-08 18:37:23,7.232,23.774,208.882,6.685,0.861
2025-03-08 18:38:23,7.232,23.782,208.92,6.688,0.863
2025-03-08 18:39:23,7.232,23.789,208.955,6.688,0.859
2025-03-08 18:40:23,7.232,23.797,208.976,6.688,0.873
2025-03-08 18:41:23,7.232,23.805,209.029,6.69,0.869
2025-03-08 18:42:23,7.232,23.812,209.055,6.687,0.875
2025-03-08 18:43:23,7.232,23.82,209.095,6.689,0.866
2025-03-08 18:44:23,7.232,23.827,209.133,6.689,0.87
2025-03-08 18:45:23,7.232,23.835,209.158,6.689,0.865
2025-03-08 18:46:23,7.231,23.842,209.181,6.688,0.875
2025-03-08 18:47:23,7.232,23.849,209.222,6.689,0.863
2025-03-08 18:48:23,7.231,23.857,209.252,6.69,0.859
2025-03-08 18:49:23,7.231,23.865,209.292,6.689,0.858
2025-03-08 18:50:23,7.236,23.4,207.186,6.673,0.917
2025-03-08 18:51:22,7.236,23.408,207.227,6.672,0.897
2025-03-08 18:52:23,7.236,23.416,207.254,6.673,0.872
2025-03-08 18:53:23,7.236,23.425,207.303,6.672,0.868
2025-03-08 18:54:23,7.235,23.432,207.322,6.672,0.855
2025-03-08 18:55:23,7.235,23.441,207.366,6.673,0.887
2025-03-08 18:56:23,7.235,23.449,207.396,6.673,0.881
2025-03-08 18:57:23,7.235,23.458,207.44,6.674,0.891
2025-03-08 18:58:23,7.235,23.466,207.49,6.674,0.875
2025-03-08 18:59:23,7.235,23.473,207.516,6.674,0.858
2025-03-08 19:00:23,7.231,23.946,209.656,6.693,0.864
2025-03-08 19:01:23,7.231,23.953,209.688,6.694,0.845
2025-03-08 19:02:23,7.231,23.96,209.729,6.693,0.84
2025-03-08 19:03:23,7.231,23.967,209.748,6.692,0.851
2025-03-08 19:04:23,7.23,23.974,209.788,6.693,0.819
2025-03-08 19:05:23,7.23,23.981,209.823,6.696,0.87
2025-03-08 19:06:23,7.23,23.988,209.85,6.694,0.849
2025-03-08 19:07:23,7.23,23.996,209.888,6.693,0.887
2025-03-08 19:08:23,7.23,24.002,209.924,6.693,0.824
2025-03-08 19:09:23,7.23,24.01,209.954,6.694,0.851
2025-03-08 19:10:23,7.23,24.016,209.979,6.694,0.874
2025-03-08 19:11:23,7.23,24.023,210.022,6.696,0.88
2025-03-08 19:12:23,7.23,24.03,210.048,6.695,0.872
2025-03-08 19:13:23,7.23,24.038,210.085,6.694,0.871
2025-03-08 19:14:23,7.23,24.044,210.108,6.695,0.835
2025-03-08 19:15:23,7.23,24.051,210.139,6.694,0.825
2025-03-08 19:16:23,7.23,24.059,210.18,6.696,0.864
2025-03-08 19:17:23,7.23,24.065,210.209,6.694,0.891
2025-03-08 19:18:23,7.229,24.072,210.244,6.694,0.867
2025-03-08 19:19:23,7.229,24.079,210.271,6.694,0.852
2025-03-08 19:20:23,7.229,24.085,210.295,6.694,0.837
2025-03-08 19:21:23,7.229,24.093,210.328,6.694,0.846
2025-03-08 19:22:23,7.229,24.099,210.369,6.695,0.824
2025-03-08 19:23:23,7.229,24.106,210.392,6.695,0.859
2025-03-08 19:24:23,7.229,24.113,210.419,6.694,0.852
2025-03-08 19:25:23,7.229,24.119,210.453,6.696,0.852
2025-03-08 19:26:23,7.229,24.126,210.487,6.694,0.846
2025-03-08 19:27:23,7.229,24.132,210.514,6.695,0.842
